"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"null"
"exp1_baseline"
"08/07/2026 20:13:58:949 +0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","treatment","targeting-mode","network-type","p0","num-nodes","ba-m","ws-rewire-prob","beta0","amplification","super-ratio","legal-strength","legal-response-time","legal-accuracy","platform-accuracy","platform-speed","lambda-weight","max-ticks","[step]","effectiveness","over-removal-rate","net-effectiveness","removal-precision","error-rate","current-pollution-rate","count-wrongly-removed","deleted-count","false-deleted"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","7","9","0","9","0","0","91","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","9","5.200000000000003","0","5.200000000000003","0","0","94.8","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","9","5.300000000000011","0","5.300000000000011","0","0","94.69999999999999","0","0","0"
"23","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","48","0","0","0","0","0","100","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","6","12.599999999999994","0","12.599999999999994","0","0","87.4","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","8","7.099999999999994","0","7.099999999999994","0","0","92.9","0","0","0"
"24","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","33","0","0","0","0","0","100","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","10","3.5","0","3.5","0","0","96.5","0","0","0"
"24","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","34","0","0","0","0","0","100","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","10","4.700000000000003","0","4.700000000000003","0","0","95.3","0","0","0"
"23","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","49","0","0","0","0","0","100","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","7","10","0","10","0","0","90","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","9","5.700000000000003","0","5.700000000000003","0","0","94.3","0","0","0"
"24","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","35","0","0","0","0","0","100","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","11","4.200000000000003","0","4.200000000000003","0","0","95.8","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","11","3","0","3","0","0","97","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","8","8","0","8","0","0","92","0","0","0"
"23","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","50","0","0","0","0","0","100","0","0","0"
"24","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","36","0","0","0","0","0","100","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","12","2.1000000000000085","0","2.1000000000000085","0","0","97.89999999999999","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","10","5.1000000000000085","0","5.1000000000000085","0","0","94.89999999999999","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","12","3.299999999999997","0","3.299999999999997","0","0","96.7","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","9","5.400000000000006","0","5.400000000000006","0","0","94.6","0","0","0"
"24","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","37","0","0","0","0","0","100","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","13","1.9000000000000057","0","1.9000000000000057","0","0","98.1","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","10","4.700000000000003","0","4.700000000000003","0","0","95.3","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","13","3.1000000000000085","0","3.1000000000000085","0","0","96.89999999999999","0","0","0"
"24","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","38","0","0","0","0","0","100","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","11","3.9000000000000057","0","3.9000000000000057","0","0","96.1","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","14","1.5","0","1.5","0","0","98.5","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","11","3.799999999999997","0","3.799999999999997","0","0","96.2","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","14","2.799999999999997","0","2.799999999999997","0","0","97.2","0","0","0"
"24","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","39","0","0","0","0","0","100","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","15","1","0","1","0","0","99","0","0","0"
"24","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","40","0","0","0","0","0","100","0","0","0"
"24","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","41","0","0","0","0","0","100","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","12","3.1000000000000085","0","3.1000000000000085","0","0","96.89999999999999","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","15","2.200000000000003","0","2.200000000000003","0","0","97.8","0","0","0"
"24","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","42","0","0","0","0","0","100","0","0","0"
"24","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","43","0","0","0","0","0","100","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","16","0.5999999999999943","0","0.5999999999999943","0","0","99.4","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","12","3","0","3","0","0","97","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","13","2.5","0","2.5","0","0","97.5","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","16","1.7999999999999972","0","1.7999999999999972","0","0","98.2","0","0","0"
"24","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","44","0","0","0","0","0","100","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","17","0.4000000000000057","0","0.4000000000000057","0","0","99.6","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","14","1.7999999999999972","0","1.7999999999999972","0","0","98.2","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","13","2.200000000000003","0","2.200000000000003","0","0","97.8","0","0","0"
"24","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","45","0","0","0","0","0","100","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","15","1.4000000000000057","0","1.4000000000000057","0","0","98.6","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","18","0.29999999999999716","0","0.29999999999999716","0","0","99.7","0","0","0"
"24","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","46","0","0","0","0","0","100","0","0","0"
"24","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","47","0","0","0","0","0","100","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","17","1.5999999999999943","0","1.5999999999999943","0","0","98.4","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","16","0.9000000000000057","0","0.9000000000000057","0","0","99.1","0","0","0"
"24","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","48","0","0","0","0","0","100","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","19","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"24","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","49","0","0","0","0","0","100","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","14","2","0","2","0","0","98","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","20","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","15","1.7000000000000028","0","1.7000000000000028","0","0","98.3","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","21","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","18","1.0999999999999943","0","1.0999999999999943","0","0","98.9","0","0","0"
"24","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","50","0","0","0","0","0","100","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","22","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","19","1","0","1","0","0","99","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","16","1.2999999999999972","0","1.2999999999999972","0","0","98.7","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","23","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","17","0.5999999999999943","0","0.5999999999999943","0","0","99.4","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","20","0.7999999999999972","0","0.7999999999999972","0","0","99.2","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","18","0.5999999999999943","0","0.5999999999999943","0","0","99.4","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","21","0.7000000000000028","0","0.7000000000000028","0","0","99.3","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","24","0","0","0","0","0","100","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","19","0.5","0","0.5","0","0","99.5","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","17","0.7999999999999972","0","0.7999999999999972","0","0","99.2","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","22","0.7000000000000028","0","0.7000000000000028","0","0","99.3","0","0","0"
"29","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","0","50","0","50","0","0","50","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","20","0.5","0","0.5","0","0","99.5","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","25","0","0","0","0","0","100","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","23","0.5","0","0.5","0","0","99.5","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","18","0.7000000000000028","0","0.7000000000000028","0","0","99.3","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","26","0","0","0","0","0","100","0","0","0"
"29","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","1","40.800000000000004","0","40.800000000000004","0","0","59.199999999999996","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","19","0.5","0","0.5","0","0","99.5","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","21","0.4000000000000057","0","0.4000000000000057","0","0","99.6","0","0","0"
"30","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","0","50","0","50","0","0","50","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","27","0","0","0","0","0","100","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","24","0.4000000000000057","0","0.4000000000000057","0","0","99.6","0","0","0"
"29","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","2","30","0","30","0","0","70","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","28","0","0","0","0","0","100","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","25","0.4000000000000057","0","0.4000000000000057","0","0","99.6","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","20","0.5","0","0.5","0","0","99.5","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","29","0","0","0","0","0","100","0","0","0"
"29","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","3","22.799999999999997","0","22.799999999999997","0","0","77.2","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","22","0.4000000000000057","0","0.4000000000000057","0","0","99.6","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","26","0.29999999999999716","0","0.29999999999999716","0","0","99.7","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","30","0","0","0","0","0","100","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","21","0.5","0","0.5","0","0","99.5","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","23","0.29999999999999716","0","0.29999999999999716","0","0","99.7","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","31","0","0","0","0","0","100","0","0","0"
"30","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","1","40","0","40","0","0","60","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","22","0.4000000000000057","0","0.4000000000000057","0","0","99.6","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","27","0.29999999999999716","0","0.29999999999999716","0","0","99.7","0","0","0"
"29","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","4","18.89999999999999","0","18.89999999999999","0","0","81.10000000000001","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","24","0.20000000000000284","0","0.20000000000000284","0","0","99.8","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","32","0","0","0","0","0","100","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","23","0.4000000000000057","0","0.4000000000000057","0","0","99.6","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","28","0.29999999999999716","0","0.29999999999999716","0","0","99.7","0","0","0"
"30","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","2","31.599999999999994","0","31.599999999999994","0","0","68.4","0","0","0"
"29","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","5","15.799999999999997","0","15.799999999999997","0","0","84.2","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","33","0","0","0","0","0","100","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","25","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","24","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"30","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","3","24.599999999999994","0","24.599999999999994","0","0","75.4","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","29","0","0","0","0","0","100","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","34","0","0","0","0","0","100","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","25","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"30","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","4","18.89999999999999","0","18.89999999999999","0","0","81.10000000000001","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","26","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"29","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","6","11.599999999999994","0","11.599999999999994","0","0","88.4","0","0","0"
"30","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","5","15.299999999999997","0","15.299999999999997","0","0","84.7","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","30","0","0","0","0","0","100","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","26","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"30","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","6","12","0","12","0","0","88","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","35","0","0","0","0","0","100","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","27","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"29","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","7","9.799999999999997","0","9.799999999999997","0","0","90.2","0","0","0"
"30","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","7","9.899999999999991","0","9.899999999999991","0","0","90.10000000000001","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","28","0","0","0","0","0","100","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","36","0","0","0","0","0","100","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","31","0","0","0","0","0","100","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","27","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"29","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","8","7.799999999999997","0","7.799999999999997","0","0","92.2","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","29","0","0","0","0","0","100","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","28","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","37","0","0","0","0","0","100","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","32","0","0","0","0","0","100","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","29","0.09999999999999432","0","0.09999999999999432","0","0","99.9","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","30","0","0","0","0","0","100","0","0","0"
"30","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","8","8","0","8","0","0","92","0","0","0"
"29","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","9","6.599999999999994","0","6.599999999999994","0","0","93.4","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","38","0","0","0","0","0","100","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","33","0","0","0","0","0","100","0","0","0"
"30","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","9","7.099999999999994","0","7.099999999999994","0","0","92.9","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","30","0","0","0","0","0","100","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","31","0","0","0","0","0","100","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","34","0","0","0","0","0","100","0","0","0"
"29","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","10","5.200000000000003","0","5.200000000000003","0","0","94.8","0","0","0"
"30","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","10","5.5","0","5.5","0","0","94.5","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","31","0","0","0","0","0","100","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","39","0","0","0","0","0","100","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","35","0","0","0","0","0","100","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","32","0","0","0","0","0","100","0","0","0"
"30","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","11","4.5","0","4.5","0","0","95.5","0","0","0"
"29","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","11","4.400000000000006","0","4.400000000000006","0","0","95.6","0","0","0"
"30","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","12","2.799999999999997","0","2.799999999999997","0","0","97.2","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","36","0","0","0","0","0","100","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","33","0","0","0","0","0","100","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","32","0","0","0","0","0","100","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","40","0","0","0","0","0","100","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","33","0","0","0","0","0","100","0","0","0"
"30","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","13","2.5","0","2.5","0","0","97.5","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","34","0","0","0","0","0","100","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","37","0","0","0","0","0","100","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","41","0","0","0","0","0","100","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","34","0","0","0","0","0","100","0","0","0"
"30","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","14","2","0","2","0","0","98","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","35","0","0","0","0","0","100","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","42","0","0","0","0","0","100","0","0","0"
"29","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","12","3.799999999999997","0","3.799999999999997","0","0","96.2","0","0","0"
"30","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","15","1.4000000000000057","0","1.4000000000000057","0","0","98.6","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","38","0","0","0","0","0","100","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","35","0","0","0","0","0","100","0","0","0"
"25","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","43","0","0","0","0","0","100","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","36","0","0","0","0","0","100","0","0","0"
"28","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","36","0","0","0","0","0","100","0","0","0"
"29","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","13","2.799999999999997","0","2.799999999999997","0","0","97.2","0","0","0"
"30","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","16","0.7999999999999972","0","0.7999999999999972","0","0","99.2","0","0","0"
"26","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","39","0","0","0","0","0","100","0","0","0"
"27","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","37","0","0","0","0","0","100","0","0","0"
"30","none","targeted","BA","50","1000","2","0.1","0.1","0.5","1","70","5","95","80","75","1","50","17","0.7000000000000028","0","0.7000000000000028","0","0","99.3","0","0","0"
